precip,snofall, snomlt,surq_gen,latq,wateryld,perc,et,tloss, eplant,esoil,surq_cont,cn,sw_init,sw_final,sw_ave, sw_300,sno_init,sno_final,snopack, pet,qtile, irr,surq_runon,latq_runon,overbank,surq_cha,surq_res,surq_ls,latq_cha,latq_res,latq_ls,flo_out
0.346,0.196,3.82E-05,9.66E-07,3.67,3.67,5.36E-02,0.104,0,0,3.94E-03,0,43.3,231,230,230,54.4,0,0,0,0.108,0,0,0,0,0,0,0,0,3.67,0,0,0.774
0.137,2.17E-02,2.07E-04,9.66E-07,2.74,2.74,5.04E-02,0.206,0,0,7.24E-03,0,43.8,230,230,230,54.3,0,0,0,0.214,0,0,0,0,0,0,0,0,2.74,0,0,0.55
0.211,1.28E-02,1.99E-02,9.66E-07,2.06,2.06,4.78E-02,0.996,0,7.68E-04,4.16E-02,0,43.8,230,229,229,54.2,0,0,0,1.06,0,0,0,0,0,0,0,0,2.06,0,0,0.393
0.399,1.75E-02,0.776,9.66E-07,1.75,1.75,4.73E-02,0.734,0,2.70E-03,6.55E-02,0,43.8,229,229,229,54.1,0,0,0,0.877,0,0,0,0,0,0,0,0,1.75,0,0,0.383
4.98,2.71,0.178,9.66E-07,1.55,1.55,4.67E-02,0.166,0,0,5.27E-03,0,43.8,229,229,229,54.2,0,0,0,0.172,0,0,0,0,0,0,0,0,1.55,0,0,0.302
1.84,0,2.61,4.98E-04,2.24,2.24,5.38E-02,4.75E-03,0,0,2.88E-04,4.97E-04,43.3,229,229,229,54.5,0,0,0,5.00E-03,0,0,0,0,0,4.97E-04,0,0,2.24,0,0,0.598
0.137,0,0,9.66E-07,1.74,1.74,4.38E-02,1.10E-02,0,0,6.96E-04,0,43.3,229,229,229,54.3,0,0,0,1.13E-02,0,0,0,0,0,0,0,0,1.74,0,0,0.432
0.608,0,0,9.66E-07,1.53,1.53,4.39E-02,7.88E-02,0,0,5.59E-03,0,43.3,229,228,228,54,0,0,0,8.10E-02,0,0,0,0,0,0,0,0,1.53,0,0,0.397
0,0,0,9.66E-07,1.16,1.16,4.04E-02,0.186,0,0,1.31E-02,0,43.3,228,228,228,53.9,0,0,0,0.19,0,0,0,0,0,0,0,0,1.16,0,0,0.281
9.37E-02,2.66E-03,2.66E-03,9.66E-07,0.897,0.897,3.91E-02,0.131,0,0,9.26E-03,0,43.3,228,227,228,53.8,0,0,0,0.135,0,0,0,0,0,0,0,0,0.897,0,0,0.202
0.414,2.20E-02,6.00E-03,9.66E-07,0.726,0.726,3.81E-02,6.47E-02,0,0,1.96E-03,0,43.3,227,227,227,53.8,0,0,0,6.56E-02,0,0,0,0,0,0,0,0,0.726,0,0,0.147
1.2,0,1.60E-02,9.66E-07,0.837,0.837,3.96E-02,0.158,0,0,9.23E-03,0,43.3,227,227,227,53.8,0,0,0,0.161,0,0,0,0,0,0,0,0,0.837,0,0,0.185
0.373,0,0,9.66E-07,0.701,0.701,3.68E-02,0.565,0,0,2.58E-02,0,43.3,227,227,227,53.7,0,0,0,0.575,0,0,0,0,0,0,0,0,0.701,0,0,0.146
7.74,0,0,1.10E-03,2.35,2.35,5.56E-02,0.213,0,0,1.05E-02,1.10E-03,43.3,227,228,227,53.8,0,0,0,0.217,0,0,0,0,0,1.10E-03,0,0,2.35,0,0,0.586
17,0,0,4.45E-02,6.01,6.06,8.66E-02,0.261,0,0,1.24E-02,4.45E-02,43.3,228,230,229,54.1,0,0,0,0.266,0,0,0,0,0,4.45E-02,0,0,6.01,0,0,1.64
1.4,0,0,9.20E-04,4.69,4.69,5.20E-02,0.468,0,0,2.36E-02,9.19E-04,43.3,230,229,229,54.1,0,0,0,0.478,0,0,0,0,0,9.19E-04,0,0,4.69,0,0,1.15
27.8,0,0,0.378,10.4,10.8,0.123,0.283,0,0,1.39E-02,0.378,43.3,229,232,231,54.5,0,0,0,0.289,0,0,0,0,0,0.378,0,0,10.4,0,0,3.02
1.24,0,0,8.93E-05,7.87,7.87,6.23E-02,0.431,0,0,2.07E-02,8.84E-05,43.3,232,231,232,54.4,0,0,0,0.439,0,0,0,0,0,8.84E-05,0,0,7.87,0,0,2.05
9.65,0,0,0.104,8.13,8.23,8.11E-02,0.578,0,0,2.65E-02,0.104,43.3,231,231,231,54.5,0,0,0,0.589,0,0,0,0,0,0.104,0,0,8.13,0,0,2.29
5.99,0,0,5.15E-02,7.38,7.44,7.14E-02,1.13,0,0,4.95E-02,5.15E-02,43.3,231,231,231,54.5,0,0,0,1.15,0,0,0,0,0,5.15E-02,0,0,7.38,0,0,2.14
5.76,0,0,3.67E-02,6.61,6.64,6.80E-02,0.606,0,0,2.65E-02,3.67E-02,43.3,231,231,231,54.4,0,0,0,0.617,0,0,0,0,0,3.67E-02,0,0,6.61,0,0,1.81
13.4,0,0,0.238,8.13,8.37,8.99E-02,0.542,0,0,2.36E-02,0.238,43.3,231,232,231,54.5,0,0,0,0.551,0,0,0,0,0,0.238,0,0,8.13,0,0,2.32
15.9,0,0,0.341,9.87,10.2,0.101,0.855,0,0,3.79E-02,0.341,43.3,232,232,232,54.7,0,0,0,0.87,0,0,0,0,0,0.341,0,0,9.87,0,0,2.9
17.1,0,0,0.406,11.4,11.8,0.108,0.407,0,0,1.85E-02,0.406,43.3,232,233,233,54.8,0,0,0,0.414,0,0,0,0,0,0.406,0,0,11.4,0,0,3.3
5.67,0,0,6.52E-02,9.63,9.7,8.08E-02,0.819,0,0,3.75E-02,6.52E-02,43.3,233,233,233,54.8,0,0,0,0.834,0,0,0,0,0,6.52E-02,0,0,9.63,0,0,2.62
33.4,0,0,1.14,15.4,16.5,0.155,0.506,0,0,2.30E-02,1.14,43.3,233,235,234,55.2,0,0,0,0.515,0,0,0,0,0,1.14,0,0,15.4,0,0,4.51
2.47,0,0,2.90E-03,11.7,11.7,8.08E-02,1.17,0,0,5.04E-02,2.90E-03,43.3,235,234,235,55,0,0,0,1.19,0,0,0,0,0,2.90E-03,0,0,11.7,0,0,3.05
9.92,0,0,0.119,10.8,11,9.40E-02,0.572,0,0,2.62E-02,0.119,43.3,234,234,234,55,0,0,0,0.582,0,0,0,0,0,0.119,0,0,10.8,0,0,2.89
0.303,0,0,1.01E-06,7.96,7.96,6.85E-02,1.46,0,6.26E-03,0.173,0,43.3,234,233,233,54.6,0,0,0,1.75,0,0,0,0,0,0,0,0,7.96,0,0,1.99
13.9,0,0,0.158,8.99,9.15,9.68E-02,1.1,0,0,4.82E-02,0.158,43.3,233,233,233,55,0,0,0,1.12,0,0,0,0,0,0.158,0,0,8.99,0,0,2.48
1.43,0,0,1.42E-05,6.79,6.79,6.69E-02,0.529,0,0,2.41E-02,1.32E-05,43.3,233,232,233,54.7,0,0,0,0.538,0,0,0,0,0,1.32E-05,0,0,6.79,0,0,1.75
36.6,0,0,1.27,14.1,15.4,0.16,0.79,0,0,3.52E-02,1.27,43.3,232,235,234,55.2,0,0,0,0.803,0,0,0,0,0,1.27,0,0,14.1,0,0,4.28
24.7,0,0,0.86,16.4,17.3,0.141,0.657,0,0,2.87E-02,0.86,43.3,235,236,235,55.4,0,0,0,0.668,0,0,0,0,0,0.86,0,0,16.4,0,0,4.69
18.9,0,0,0.627,16.6,17.3,0.13,0.63,0,0,2.78E-02,0.627,43.3,236,236,236,55.4,0,0,0,0.641,0,0,0,0,0,0.627,0,0,16.6,0,0,4.66
4.06,0,0,1.75E-02,13.1,13.1,8.95E-02,0.993,0,0,4.38E-02,1.75E-02,43.3,236,235,236,55.2,0,0,0,1.01,0,0,0,0,0,1.75E-02,0,0,13.1,0,0,3.48
19.9,0,0,0.615,14.4,15,0.127,0.631,0,0,2.84E-02,0.615,43.3,235,236,235,55.4,0,0,0,0.641,0,0,0,0,0,0.615,0,0,14.4,0,0,4.03
9.4,0,0,0.193,12.8,13,0.102,0.899,0,0,3.99E-02,0.193,43.3,236,235,235,55.3,0,0,0,0.913,0,0,0,0,0,0.193,0,0,12.8,0,0,3.44
11.4,0,0,0.278,12.1,12.3,0.104,1.17,0,0,5.23E-02,0.278,43.3,235,235,235,55.3,0,0,0,1.19,0,0,0,0,0,0.278,0,0,12.1,0,0,3.19
16.1,0,0,0.509,12.6,13.2,0.116,0.523,0,0,2.40E-02,0.509,43.3,235,235,235,55.3,0,0,0,0.532,0,0,0,0,0,0.509,0,0,12.6,0,0,3.25
18.1,0,0,0.601,13.8,14.4,0.125,0.451,0,0,2.05E-02,0.601,43.3,235,236,235,55.4,0,0,0,0.458,0,0,0,0,0,0.601,0,0,13.8,0,0,3.62
1.49,0,0,1.44E-04,10.4,10.4,8.00E-02,1.24,0,0,5.39E-02,1.43E-04,43.3,236,234,235,55,0,0,0,1.26,0,0,0,0,0,1.43E-04,0,0,10.4,0,0,2.54
33.3,0,0,1.13,15.9,17,0.159,0.883,0,0,3.89E-02,1.13,43.3,234,236,235,55.5,0,0,0,0.897,0,0,0,0,0,1.13,0,0,15.9,0,0,4.53
2.06E-02,0,0,6.03E-06,11.6,11.6,7.94E-02,0.787,0,3.68E-03,0.105,0,43.3,236,234,235,55,0,0,0,0.953,0,0,0,0,0,0,0,0,11.6,0,0,2.96
3.03,0,0,1.35E-04,8.9,8.9,7.56E-02,1.51,0,1.43E-03,9.36E-02,1.33E-04,43.3,234,233,234,54.8,0,0,0,1.59,0,0,0,0,0,1.33E-04,0,0,8.9,0,0,2.23
0.324,0,0,1.28E-06,6.55,6.55,6.66E-02,0.55,0,5.64E-03,0.13,0,43.3,233,232,233,54.6,0,0,0,0.802,0,0,0,0,0,0,0,0,6.55,0,0,1.58
0.115,5.32E-03,5.32E-03,1.05E-06,4.85,4.85,6.18E-02,0.283,0,6.20E-03,0.125,0,43.3,232,231,232,54.3,0,0,0,0.562,0,0,0,0,0,0,0,0,4.85,0,0,1.12
0.163,0,0,9.88E-07,3.61,3.61,5.78E-02,0.186,0,9.07E-04,2.72E-02,0,43.3,231,231,231,54.2,0,0,0,0.228,0,0,0,0,0,0,0,0,3.61,0,0,0.798
0,0,0,9.71E-07,2.7,2.7,5.43E-02,5.84E-02,0,2.22E-03,4.35E-02,0,43.3,231,230,230,54.1,0,0,0,0.157,0,0,0,0,0,0,0,0,2.7,0,0,0.569
4.16,0,0,9.67E-07,2.64,2.64,5.75E-02,0.36,0,0,1.80E-02,0,43.3,230,230,230,54.3,0,0,0,0.366,0,0,0,0,0,0,0,0,2.64,0,0,0.63
4.29,0,0,3.27E-03,2.98,2.99,6.08E-02,0.906,0,0,4.11E-02,3.27E-03,43.3,230,230,230,54.3,0,0,0,0.921,0,0,0,0,0,3.27E-03,0,0,2.98,0,0,0.662
22.7,0,0,0.175,7.69,7.87,0.112,0.285,0,0,1.35E-02,0.175,43.3,230,233,231,54.8,0,0,0,0.291,0,0,0,0,0,0.175,0,0,7.69,0,0,1.79
0.659,0,0,1.24E-05,5.77,5.77,6.35E-02,1.01,0,0,4.49E-02,1.15E-05,43.3,233,232,232,54.6,0,0,0,1.03,0,0,0,0,0,1.15E-05,0,0,5.77,0,0,1.2
25.9,0,0,0.625,10.5,11.1,0.129,0.683,0,0,3.17E-02,0.625,43.3,232,234,233,55,0,0,0,0.694,0,0,0,0,0,0.625,0,0,10.5,0,0,2.47
2.96,0,0,4.03E-03,8.29,8.3,7.62E-02,0.927,0,0,4.10E-02,4.03E-03,43.3,234,233,234,54.9,0,0,0,0.942,0,0,0,0,0,4.03E-03,0,0,8.29,0,0,1.75
1.76,0,0,4.51E-05,6.34,6.34,6.79E-02,1.09,0,0,4.76E-02,4.41E-05,43.3,233,232,233,54.8,0,0,0,1.1,0,0,0,0,0,4.41E-05,0,0,6.34,0,0,1.32
39.3,0,0,1.45,14.3,15.8,0.169,0.298,0,0,1.47E-02,1.45,43.3,232,236,234,55.3,0,0,0,0.304,0,0,0,0,0,1.45,0,0,14.3,0,0,3.71
42.4,0,0,2.05,21.1,23.2,0.195,0.283,0,0,1.33E-02,2.05,43.3,236,238,237,55.8,0,0,0,0.288,0,0,0,0,0,2.05,0,0,21.1,0,0,5.68
0.309,0,0,3.97E-04,15.5,15.5,8.95E-02,1.44,0,1.55E-03,9.37E-02,0,43.3,238,236,237,55.2,0,0,0,1.52,0,0,0,0,0,0,0,0,15.5,0,0,3.69
1.32,0,0,6.76E-05,11.4,11.4,7.98E-02,1.41,0,7.77E-03,0.203,0,43.3,236,234,235,54.8,0,0,0,1.77,0,0,0,0,0,0,0,0,11.4,0,0,2.63
0,0,0,1.53E-05,8.41,8.41,7.17E-02,0.32,0,9.61E-03,0.19,0,43.3,234,233,234,54.4,0,0,0,0.741,0,0,0,0,0,0,0,0,8.41,0,0,1.86
0.298,0,0,4.43E-06,6.21,6.21,6.57E-02,0.628,0,1.02E-02,0.215,0,43.3,233,232,232,54,0,0,0,1.08,0,0,0,0,0,0,0,0,6.21,0,0,1.33
1.81,0,0,1.87E-06,4.66,4.66,6.14E-02,0.382,0,0,1.93E-02,0,43.3,232,231,231,54.2,0,0,0,0.389,0,0,0,0,0,0,0,0,4.66,0,0,0.974
9.37E-02,0,0,1.21E-06,3.48,3.48,5.68E-02,0.335,0,0,1.71E-02,0,43.3,231,230,231,54.1,0,0,0,0.341,0,0,0,0,0,0,0,0,3.48,0,0,0.687
0.425,0,0,1.03E-06,2.62,2.62,5.34E-02,0.417,0,8.91E-06,2.11E-02,0,43.3,230,230,230,54,0,0,0,0.424,0,0,0,0,0,0,0,0,2.62,0,0,0.492
5.29,0,0,2.24E-04,2.99,2.99,6.08E-02,1.14,0,0,5.13E-02,2.23E-04,43.3,230,230,230,54.3,0,0,0,1.16,0,0,0,0,0,2.23E-04,0,0,2.99,0,0,0.68
1.07,0,0,9.71E-07,2.26,2.26,4.99E-02,0.546,0,0,2.44E-02,0,43.3,230,229,230,54.2,0,0,0,0.555,0,0,0,0,0,0,0,0,2.26,0,0,0.474
0.15,0,0,9.67E-07,1.71,1.71,4.73E-02,1.24,0,5.62E-03,0.167,0,43.3,229,229,229,54,0,0,0,1.49,0,0,0,0,0,0,0,0,1.71,0,0,0.336
10.4,0,0,4.29E-03,3.51,3.51,6.89E-02,0.483,0,0,2.23E-02,4.29E-03,43.3,229,230,229,54.2,0,0,0,0.491,0,0,0,0,0,4.29E-03,0,0,3.51,0,0,0.931
7.4,0,0,9.71E-03,4.39,4.4,6.76E-02,0.765,0,0,3.53E-02,9.71E-03,43.3,230,230,230,54.3,0,0,0,0.778,0,0,0,0,0,9.71E-03,0,0,4.39,0,0,1.19
5.5,0,0,1.19E-02,4.44,4.45,6.35E-02,0.825,0,0,3.73E-02,1.19E-02,43.3,230,230,230,54.3,0,0,0,0.839,0,0,0,0,0,1.19E-02,0,0,4.44,0,0,1.14
0.195,0,0,9.66E-07,3.29,3.29,5.05E-02,1.08,0,5.22E-03,0.155,0,43.3,230,229,230,54.1,0,0,0,1.31,0,0,0,0,0,0,0,0,3.29,0,0,0.792
0,0,0,9.66E-07,2.45,2.45,4.77E-02,0.482,0,1.49E-02,0.304,0,43.3,229,229,229,53.7,0,0,0,1.13,0,0,0,0,0,0,0,0,2.45,0,0,0.562
0,0,0,9.66E-07,1.84,1.84,4.53E-02,0.822,0,2.55E-02,0.516,0,43.3,229,228,228,53.1,0,0,0,1.92,0,0,0,0,0,0,0,0,1.84,0,0,0.401
0.29,0,0,9.66E-07,1.39,1.39,4.32E-02,0.98,0,2.08E-02,0.435,0,43.3,228,227,227,52.7,0,0,0,1.88,0,0,0,0,0,0,0,0,1.39,0,0,0.288
6.21,0,0,9.66E-07,1.82,1.82,4.91E-02,0.516,0,0,2.39E-02,0,43.3,227,228,227,54,0,0,0,0.525,0,0,0,0,0,0,0,0,1.82,0,0,0.483
1.47,0,0,1.22E-04,1.59,1.59,4.35E-02,0.955,0,0,4.26E-02,1.21E-04,43.3,228,228,228,53.9,0,0,0,0.969,0,0,0,0,0,1.21E-04,0,0,1.59,0,0,0.371
5.33,0,0,3.18E-03,2.29,2.29,5.15E-02,0.652,0,0,3.02E-02,3.18E-03,43.3,228,228,228,53.9,0,0,0,0.662,0,0,0,0,0,3.18E-03,0,0,2.29,0,0,0.605
5.15,0,0,4.49E-03,2.8,2.8,5.39E-02,0.329,0,0,1.62E-02,4.49E-03,43.3,228,229,228,54,0,0,0,0.335,0,0,0,0,0,4.49E-03,0,0,2.8,0,0,0.654
1.67,0,0,1.27E-03,2.41,2.41,4.68E-02,0.626,0,0,2.77E-02,1.27E-03,43.3,229,228,228,54,0,0,0,0.634,0,0,0,0,0,1.27E-03,0,0,2.41,0,0,0.511
5.3,0,0,7.94E-03,2.95,2.96,5.53E-02,0.937,0,0,4.13E-02,7.94E-03,43.3,228,229,228,54,0,0,0,0.95,0,0,0,0,0,7.94E-03,0,0,2.95,0,0,0.639
0.441,0,0,9.66E-07,2.2,2.2,4.36E-02,1.3,0,7.34E-03,0.205,0,43.3,229,228,228,53.8,0,0,0,1.62,0,0,0,0,0,0,0,0,2.2,0,0,0.439
0,0,0,9.66E-07,1.65,1.65,4.14E-02,0.235,0,7.34E-03,0.154,0,43.3,228,227,228,53.6,0,0,0,0.55,0,0,0,0,0,0,0,0,1.65,0,0,0.311
3.73E-02,0,0,9.66E-07,1.25,1.25,3.96E-02,0.452,0,1.26E-02,0.263,0,43.3,227,227,227,53.2,0,0,0,0.989,0,0,0,0,0,0,0,0,1.25,0,0,0.222
1.87,0,0,9.66E-07,0.987,0.987,3.83E-02,1.53,0,1.96E-03,0.108,0,43.3,227,227,227,53.4,0,0,0,1.63,0,0,0,0,0,0,0,0,0.987,0,0,0.184
1.19,0,0,9.66E-07,0.803,0.803,3.70E-02,0.696,0,5.74E-04,4.52E-02,0,43.3,227,227,227,53.4,0,0,0,0.73,0,0,0,0,0,0,0,0,0.803,0,0,0.153
0,0,0,9.66E-07,0.624,0.624,3.54E-02,0.947,0,1.78E-02,0.396,0,43.3,227,226,226,52.9,0,0,0,1.7,0,0,0,0,0,0,0,0,0.624,0,0,0.104
3.73E-02,0,0,9.66E-07,0.492,0.492,3.43E-02,0.805,0,2.32E-02,0.487,0,43.3,226,225,226,52.4,0,0,0,1.79,0,0,0,0,0,0,0,0,0.492,0,0,7.52E-02
0,0,0,9.66E-07,0.395,0.395,3.32E-02,0.807,0,2.47E-02,0.518,0,43.3,225,225,225,51.8,0,0,0,1.85,0,0,0,0,0,0,0,0,0.395,0,0,5.40E-02
0,0,0,9.66E-07,0.322,0.322,3.22E-02,0.834,0,2.60E-02,0.549,0,43.3,225,224,224,51.3,0,0,0,1.93,0,0,0,0,0,0,0,0,0.322,0,0,3.91E-02
16.7,0,0,7.71E-03,3.23,3.24,6.23E-02,1.78,0,7.78E-03,0.241,7.71E-03,43.3,224,227,225,53.6,0,0,0,2.12,0,0,0,0,0,7.71E-03,0,0,3.23,0,0,0.939
14.2,0,0,3.24E-02,5.59,5.62,7.16E-02,0.4,0,0,1.86E-02,3.24E-02,43.3,227,228,228,53.8,0,0,0,0.407,0,0,0,0,0,3.24E-02,0,0,5.59,0,0,1.59
7.82,0,0,4.32E-02,5.97,6.01,6.33E-02,0.616,0,0,2.82E-02,4.32E-02,43.3,228,229,229,53.9,0,0,0,0.625,0,0,0,0,0,4.32E-02,0,0,5.97,0,0,1.68
2,0,0,2.17E-04,4.7,4.7,4.86E-02,1.07,0,0,4.89E-02,2.16E-04,43.3,229,229,229,53.9,0,0,0,1.08,0,0,0,0,0,2.16E-04,0,0,4.7,0,0,1.26
1.6,0,0,9.66E-07,3.6,3.6,4.45E-02,0.509,0,0,2.39E-02,0,43.3,229,228,228,53.8,0,0,0,0.517,0,0,0,0,0,0,0,0,3.6,0,0,0.958
0,0,0,9.66E-07,2.64,2.64,4.08E-02,0.909,0,1.92E-04,4.49E-02,0,43.3,228,228,228,53.7,0,0,0,0.929,0,0,0,0,0,0,0,0,2.64,0,0,0.673
0,0,0,9.66E-07,1.96,1.96,3.88E-02,1.27,0,3.44E-02,0.745,0,43.3,228,227,227,52.9,0,0,0,2.7,0,0,0,0,0,0,0,0,1.96,0,0,0.478
0,0,0,9.66E-07,1.46,1.46,3.70E-02,1.57,0,4.67E-02,0.994,0,43.3,227,225,226,51.9,0,0,0,3.53,0,0,0,0,0,0,0,0,1.46,0,0,0.338
0,0,0,9.66E-07,1.1,1.1,3.55E-02,1.11,0,3.31E-02,0.707,0,43.3,225,224,225,51.2,0,0,0,2.49,0,0,0,0,0,0,0,0,1.1,0,0,0.241
0,0,0,9.66E-07,0.832,0.832,3.42E-02,0.91,0,2.72E-02,0.584,0,43.3,224,223,224,50.6,0,0,0,2.05,0,0,0,0,0,0,0,0,0.832,0,0,0.172
0,0,0,9.66E-07,0.64,0.64,3.30E-02,0.71,0,2.16E-02,0.462,0,43.3,223,223,223,50.1,0,0,0,1.62,0,0,0,0,0,0,0,0,0.64,0,0,0.123
0,0,0,9.66E-07,0.499,0.499,3.19E-02,1.14,0,3.41E-02,0.73,0,43.3,223,222,222,49.4,0,0,0,2.57,0,0,0,0,0,0,0,0,0.499,0,0,8.69E-02
0,0,0,9.66E-07,0.395,0.395,3.10E-02,0.961,0,2.95E-02,0.637,0,43.3,222,221,221,48.7,0,0,0,2.2,0,0,0,0,0,0,0,0,0.395,0,0,6.25E-02
0,0,0,9.66E-07,0.319,0.319,3.01E-02,0.736,0,2.25E-02,0.486,0,43.3,221,220,220,48.2,0,0,0,1.68,0,0,0,0,0,0,0,0,0.319,0,0,4.48E-02
1.35,0,0,9.66E-07,0.261,0.261,2.93E-02,1.77,0,1.50E-02,0.383,0,43.3,220,220,220,48,0,0,0,2.42,0,0,0,0,0,0,0,0,0.261,0,0,3.82E-02
0.736,0,0,9.66E-07,0.218,0.218,2.85E-02,0.684,0,1.58E-03,6.51E-02,0,43.3,220,220,220,47.9,0,0,0,0.761,0,0,0,0,0,0,0,0,0.218,0,0,2.70E-02
0,0,0,9.66E-07,0.186,0.186,2.78E-02,0.841,0,2.13E-02,0.476,0,43.3,220,219,219,47.4,0,0,0,1.73,0,0,0,0,0,0,0,0,0.186,0,0,1.63E-02
0,0,0,9.66E-07,0.161,0.161,2.71E-02,1.03,0,3.02E-02,0.668,0,43.3,219,218,219,46.8,0,0,0,2.31,0,0,0,0,0,0,0,0,0.161,0,0,1.16E-02
27.8,0,0,2.24E-02,4.47,4.49,7.13E-02,1.51,0,1.11E-03,8.86E-02,2.24E-02,43.3,218,227,222,53.4,0,0,0,1.57,0,0,0,0,0,2.24E-02,0,0,4.47,0,0,1.55
21.4,0,0,0.114,8.26,8.37,8.73E-02,0.741,0,0,3.39E-02,0.114,43.3,227,229,228,53.7,0,0,0,0.752,0,0,0,0,0,0.114,0,0,8.26,0,0,2.62
3.67,0,0,4.62E-03,6.65,6.65,5.05E-02,1.88,0,9.86E-03,0.294,4.62E-03,43.3,229,228,228,53.7,0,0,0,2.29,0,0,0,0,0,4.62E-03,0,0,6.65,0,0,1.92
9.16,0,0,4.63E-02,6.71,6.76,6.29E-02,1.63,0,3.18E-03,0.145,4.63E-02,43.3,228,229,229,53.8,0,0,0,1.78,0,0,0,0,0,4.63E-02,0,0,6.71,0,0,1.89
13.3,0,0,0.101,7.88,7.98,7.56E-02,1.93,0,1.16E-02,0.33,0.101,43.3,229,229,229,53.9,0,0,0,2.42,0,0,0,0,0,0.101,0,0,7.88,0,0,2.4
0.16,0,0,9.66E-07,5.74,5.74,4.71E-02,0.618,0,1.35E-02,0.304,0,43.3,229,228,229,53.5,0,0,0,1.18,0,0,0,0,0,0,0,0,5.74,0,0,1.61
1.2,0,0,9.66E-07,4.19,4.19,4.38E-02,1.18,0,1.68E-03,8.71E-02,0,43.3,228,228,228,53.4,0,0,0,1.26,0,0,0,0,0,0,0,0,4.19,0,0,1.15
0.791,0,0,9.66E-07,3.08,3.08,4.11E-02,1.66,0,2.12E-02,0.507,0,43.3,228,227,227,52.9,0,0,0,2.54,0,0,0,0,0,0,0,0,3.08,0,0,0.814
31.2,0,0,0.316,9.35,9.67,0.117,2.01,0,1.38E-02,0.382,0.316,43.3,227,231,229,54.1,0,0,0,2.59,0,0,0,0,0,0.316,0,0,9.35,0,0,2.75
8.09,0,0,6.47E-02,8.39,8.45,7.15E-02,1.92,0,1.06E-02,0.311,6.47E-02,43.3,231,231,231,54.1,0,0,0,2.36,0,0,0,0,0,6.47E-02,0,0,8.39,0,0,2.18
32.7,0,0,0.577,14,14.5,0.141,0.939,0,0,4.27E-02,0.577,43.3,231,234,232,54.6,0,0,0,0.953,0,0,0,0,0,0.577,0,0,14,0,0,3.87
8.21,0,0,8.95E-02,12.1,12.2,8.88E-02,0.961,0,0,4.36E-02,8.95E-02,43.3,234,233,234,54.6,0,0,0,0.976,0,0,0,0,0,8.95E-02,0,0,12.1,0,0,3.15
23.5,0,0,0.549,14.5,15.1,0.129,1.61,0,2.54E-03,0.13,0.549,43.3,233,235,234,54.9,0,0,0,1.73,0,0,0,0,0,0.549,0,0,14.5,0,0,3.87
4.65,0,0,1.32E-02,11.4,11.4,8.14E-02,1.79,0,6.85E-03,0.228,1.32E-02,43.3,235,234,234,54.8,0,0,0,2.08,0,0,0,0,0,1.32E-02,0,0,11.4,0,0,2.87
3.49,0,0,6.29E-03,8.86,8.87,7.25E-02,1.83,0,8.54E-03,0.264,6.29E-03,43.3,234,233,233,54.6,0,0,0,2.2,0,0,0,0,0,6.29E-03,0,0,8.86,0,0,2.24
0,0,0,9.66E-07,6.51,6.51,6.26E-02,1.35,0,3.87E-02,0.862,0,43.3,233,231,232,53.6,0,0,0,2.93,0,0,0,0,0,0,0,0,6.51,0,0,1.57
0,0,0,9.66E-07,4.8,4.8,5.80E-02,1.36,0,3.89E-02,0.869,0,43.3,231,229,230,52.7,0,0,0,2.95,0,0,0,0,0,0,0,0,4.8,0,0,1.12
0.134,0,0,9.66E-07,3.56,3.56,5.42E-02,1,0,2.56E-02,0.584,0,43.3,229,228,228,52,0,0,0,2.05,0,0,0,0,0,0,0,0,3.56,0,0,0.795
0.163,0,0,9.66E-07,2.66,2.66,5.09E-02,1.46,0,3.75E-02,0.851,0,43.3,228,226,227,51.2,0,0,0,2.99,0,0,0,0,0,0,0,0,2.66,0,0,0.564
0,0,0,9.66E-07,2,2,4.82E-02,0.791,0,2.32E-02,0.525,0,43.3,226,225,226,50.6,0,0,0,1.74,0,0,0,0,0,0,0,0,2,0,0,0.401
0,0,0,9.66E-07,1.52,1.52,4.58E-02,0.242,0,7.11E-03,0.161,0,43.3,225,225,225,50.4,0,0,0,0.534,0,0,0,0,0,0,0,0,1.52,0,0,0.286
0,0,0,9.66E-07,1.17,1.17,4.38E-02,0.559,0,1.65E-02,0.373,0,43.3,225,224,224,50,0,0,0,1.24,0,0,0,0,0,0,0,0,1.17,0,0,0.204
0,0,0,9.66E-07,0.913,0.913,4.19E-02,0.734,0,2.14E-02,0.485,0,43.3,224,223,224,49.4,0,0,0,1.61,0,0,0,0,0,0,0,0,0.913,0,0,0.145
0,0,0,9.66E-07,0.722,0.722,4.02E-02,0.918,0,2.61E-02,0.586,0,43.3,223,222,223,48.8,0,0,0,1.99,0,0,0,0,0,0,0,0,0.722,0,0,0.104
0,0,0,9.66E-07,0.579,0.579,3.87E-02,1.31,0,3.72E-02,0.844,0,43.3,222,221,222,48,0,0,0,2.84,0,0,0,0,0,0,0,0,0.579,0,0,7.46E-02
6.64,0,0,9.66E-07,0.668,0.668,3.92E-02,2.07,0,1.57E-02,0.431,0,43.3,221,224,223,51.4,0,0,0,2.72,0,0,0,0,0,0,0,0,0.668,0,0,0.181
11.2,0,0,6.45E-05,2.22,2.22,5.30E-02,0.937,0,0,4.26E-02,6.36E-05,43.3,224,227,226,53.7,0,0,0,0.95,0,0,0,0,0,6.36E-05,0,0,2.22,0,0,0.815
