precip,snofall, snomlt,surq_gen,latq,wateryld,perc,et,tloss, eplant,esoil,surq_cont,cn,sw_init,sw_final,sw_ave, sw_300,sno_init,sno_final,snopack, pet,qtile, irr,surq_runon,latq_runon,overbank,surq_cha,surq_res,surq_ls,latq_cha,latq_res,latq_ls,flo_out
23.1,0,0,0.482,10.7,11.2,0.126,0.4,0,0,1.81E-02,0.482,43.3,232,234,233,55.1,0,0,0,0.407,0,0,0,0,0,0.482,0,0,10.7,0,0,2.78
10.7,0,0,0.271,10.5,10.8,0.1,0.253,0,0,1.22E-02,0.271,43.3,234,234,234,55.1,0,0,0,0.259,0,0,0,0,0,0.271,0,0,10.5,0,0,2.71
7.94,0,0,0.217,9.61,9.82,9.31E-02,0.236,0,0,1.38E-02,0.217,43.3,234,234,234,55.1,0,0,0,0.241,0,0,0,0,0,0.217,0,0,9.61,0,0,2.32
2.03,0,0,1.77E-03,7.53,7.54,7.56E-02,0.102,0,0,5.89E-03,1.77E-03,43.3,234,233,234,55,0,0,0,0.105,0,0,0,0,0,1.77E-03,0,0,7.53,0,0,1.72
15,0,0,0.483,9.26,9.74,0.109,0.19,0,0,1.00E-02,0.483,43.3,233,234,234,55.1,0,0,0,0.194,0,0,0,0,0,0.483,0,0,9.26,0,0,2.21
8.41E-02,0,0,9.94E-07,6.85,6.85,7.07E-02,0.796,0,0,3.72E-02,0,43.3,234,233,234,54.8,0,0,0,0.811,0,0,0,0,0,0,0,0,6.85,0,0,1.48
0.497,0,0,9.74E-07,5.1,5.1,6.52E-02,0.254,0,9.96E-05,1.83E-02,0,43.3,233,232,233,54.7,0,0,0,0.264,0,0,0,0,0,0,0,0,5.1,0,0,1.06
0.334,1.85E-02,1.81E-02,9.69E-07,3.81,3.81,6.06E-02,0.221,0,0,1.25E-02,0,43.3,232,231,232,54.6,0,0,0,0.226,0,0,0,0,0,0,0,0,3.81,0,0,0.753
5.03,2.91,0.851,1.48E-04,3.41,3.41,6.39E-02,0.531,0,0,1.78E-02,1.47E-04,43.3,231,231,231,54.6,0,0,0,0.549,0,0,0,0,0,1.47E-04,0,0,3.41,0,0,0.611
3.89,2.05,0.36,1.09E-03,2.95,2.95,6.12E-02,0.698,0,0,2.20E-02,1.09E-03,43.3,231,231,231,54.5,0,0,0,0.72,0,0,0,0,0,1.09E-03,0,0,2.95,0,0,0.436
7.27,4.08,0.792,9.90E-03,2.98,2.99,6.50E-02,0.795,0,0,2.55E-02,9.90E-03,43.3,231,231,231,54.6,0,0,0,0.821,0,0,0,0,0,9.90E-03,0,0,2.98,0,0,0.382
54.6,0,7,3.89,17.2,21.1,0.22,0.434,0,0,1.54E-02,3.9,43.3,231,236,234,55.4,0,0,0,0.445,0,0,0,0,0,3.9,0,0,17.2,0,0,6.15
24.5,0,9.87E-03,0.95,18.8,19.7,0.149,0.337,0,0,1.53E-02,0.943,43.3,236,237,237,55.5,0,0,0,0.344,0,0,0,0,0,0.943,0,0,18.8,0,0,5.19
24.5,0,0,1,19.8,20.8,0.152,0.754,0,0,3.33E-02,1,43.3,237,238,237,55.6,0,0,0,0.767,0,0,0,0,0,1,0,0,19.8,0,0,5.31
64,0,0,5.19,30.1,35.3,0.257,0.437,0,0,1.95E-02,5.2,43.3,238,241,239,56.4,0,0,0,0.445,0,0,0,0,0,5.2,0,0,30.1,0,0,10.1
34.8,0,0,1.66,30.7,32.3,0.198,0.421,0,0,1.85E-02,1.65,43.3,241,241,241,56.6,0,0,0,0.428,0,0,0,0,0,1.65,0,0,30.7,0,0,8.46
23.6,0,0,0.874,28.4,29.3,0.168,0.305,0,0,1.39E-02,0.872,43.3,241,241,241,56.5,0,0,0,0.31,0,0,0,0,0,0.872,0,0,28.4,0,0,7.69
0.523,0,0,3.02E-04,20.8,20.8,0.101,0.907,0,0,3.98E-02,0,43.3,241,238,239,55.7,0,0,0,0.921,0,0,0,0,0,0,0,0,20.8,0,0,5.28
15.7,0,0,0.328,18.9,19.3,0.13,0.685,0,0,3.11E-02,0.328,43.3,238,238,238,55.8,0,0,0,0.696,0,0,0,0,0,0.328,0,0,18.9,0,0,4.85
3.25,0,0,8.34E-03,14.5,14.5,9.46E-02,1.2,0,0,5.22E-02,8.32E-03,43.3,238,236,237,55.5,0,0,0,1.22,0,0,0,0,0,8.32E-03,0,0,14.5,0,0,3.48
1.88E-02,0,0,6.56E-06,10.7,10.7,8.02E-02,0.684,0,1.10E-02,0.222,0,43.3,236,234,235,54.8,0,0,0,1.18,0,0,0,0,0,0,0,0,10.7,0,0,2.46
4.86,2.36,2.27,1.90E-03,8.62,8.62,8.11E-02,0.352,0,0,1.33E-02,1.89E-03,43.3,234,234,234,54.9,0,0,0,0.36,0,0,0,0,0,1.89E-03,0,0,8.62,0,0,1.98
1.88E-02,0,8.56E-02,1.64E-06,6.39,6.39,6.90E-02,0.398,0,0,1.89E-02,0,43.3,234,233,233,54.7,0,0,0,0.405,0,0,0,0,0,0,0,0,6.39,0,0,1.4
1.76E-03,0,0,1.29E-06,4.74,4.74,6.38E-02,0.208,0,0,1.22E-02,0,43.3,233,232,232,54.5,0,0,0,0.212,0,0,0,0,0,0,0,0,4.74,0,0,0.993
0,0,0,1.17E-06,3.54,3.54,5.95E-02,0.117,0,2.37E-04,1.28E-02,0,43.3,232,231,232,54.4,0,0,0,0.129,0,0,0,0,0,0,0,0,3.54,0,0,0.706
2.36,0,0,1.11E-06,3,3,5.97E-02,0.143,0,0,8.89E-03,0,43.3,231,231,231,54.4,0,0,0,0.146,0,0,0,0,0,0,0,0,3,0,0,0.616
0.118,0,0,1.07E-06,2.28,2.28,5.38E-02,0.234,0,0,1.31E-02,0,43.3,231,230,230,54.3,0,0,0,0.238,0,0,0,0,0,0,0,0,2.28,0,0,0.428
6.35E-02,0,0,1.05E-06,1.74,1.74,5.09E-02,0.254,0,0,1.46E-02,0,43.3,230,230,230,54.2,0,0,0,0.259,0,0,0,0,0,0,0,0,1.74,0,0,0.307
5.14,0,0,3.65E-04,2.54,2.54,6.15E-02,0.271,0,0,1.54E-02,3.64E-04,43.3,230,230,230,54.3,0,0,0,0.276,0,0,0,0,0,3.64E-04,0,0,2.54,0,0,0.553
0,0,0,1.02E-06,1.92,1.92,4.93E-02,0.283,0,0,1.49E-02,0,43.3,230,229,230,54.2,0,0,0,0.289,0,0,0,0,0,0,0,0,1.92,0,0,0.37
0.115,5.32E-03,5.32E-03,1.01E-06,1.47,1.47,4.68E-02,0.51,0,0,2.71E-02,0,43.3,229,229,229,54.1,0,0,0,0.518,0,0,0,0,0,0,0,0,1.47,0,0,0.265
0,0,0,1.00E-06,1.14,1.14,4.47E-02,0.494,0,4.16E-03,0.104,0,43.3,229,228,229,53.9,0,0,0,0.679,0,0,0,0,0,0,0,0,1.14,0,0,0.188
0,0,0,9.95E-07,0.891,0.891,4.28E-02,0.577,0,1.40E-02,0.273,0,43.3,228,228,228,53.6,0,0,0,1.2,0,0,0,0,0,0,0,0,0.891,0,0,0.135
0,0,0,9.89E-07,0.708,0.708,4.11E-02,0.358,0,1.19E-02,0.225,0,43.3,228,227,227,53.3,0,0,0,0.888,0,0,0,0,0,0,0,0,0.708,0,0,9.72E-02
0,0,0,9.84E-07,0.572,0.572,3.96E-02,0.53,0,1.74E-02,0.329,0,43.3,227,227,227,52.9,0,0,0,1.3,0,0,0,0,0,0,0,0,0.572,0,0,7.04E-02
5.34,2.91,1.04,9.81E-07,0.683,0.683,4.06E-02,0.837,0,0,2.57E-02,0,43.3,227,227,227,53.7,0,0,0,0.861,0,0,0,0,0,0,0,0,0.683,0,0,0.106
6.21,0,1.87,1.66E-03,2.37,2.38,5.65E-02,0.253,0,0,1.29E-02,1.66E-03,43.3,227,228,228,53.9,0,0,0,0.259,0,0,0,0,0,1.66E-03,0,0,2.37,0,0,0.672
2.18,1.5,0.326,4.59E-04,1.94,1.94,4.21E-02,0.782,0,0,2.89E-02,4.58E-04,43.3,228,228,228,53.8,0,0,0,0.801,0,0,0,0,0,4.58E-04,0,0,1.94,0,0,0.473
7.09,6.34,2.03,1.87E-04,1.88,1.88,4.54E-02,0.535,0,0,1.86E-02,1.86E-04,43.3,228,228,228,53.8,0,0,0,0.554,0,0,0,0,0,1.86E-04,0,0,1.88,0,0,0.37
3.43,2.87,1.44,3.15E-04,1.74,1.74,4.48E-02,1.16,0,0,2.97E-02,3.14E-04,43.3,228,228,228,53.8,0,0,0,1.19,0,0,0,0,0,3.14E-04,0,0,1.74,0,0,0.258
1.88E-02,1.50E-03,6.91E-02,9.71E-07,1.34,1.34,4.04E-02,0.49,0,3.46E-03,8.22E-02,0,43.3,228,227,228,53.6,0,0,0,0.647,0,0,0,0,0,0,0,0,1.34,0,0,0.165
0,0,0,9.70E-07,1.03,1.03,3.84E-02,0.23,0,4.89E-03,0.11,0,43.3,227,227,227,53.5,0,0,0,0.43,0,0,0,0,0,0,0,0,1.03,0,0,0.118
4.58E-02,9.35E-04,9.35E-04,9.69E-07,0.799,0.799,3.68E-02,0.267,0,5.51E-03,0.136,0,43.3,227,227,227,53.3,0,0,0,0.481,0,0,0,0,0,0,0,0,0.799,0,0,8.40E-02
0.272,1.75E-02,2.53,2.84E-04,1.21,1.21,4.13E-02,0.591,0,9.24E-03,0.184,2.83E-04,43.3,227,227,227,53.5,0,0,0,1,0,0,0,0,0,2.83E-04,0,0,1.21,0,0,0.23
9.43,0,4.28,1.09E-02,3.85,3.86,6.42E-02,0.589,0,0,2.67E-02,1.09E-02,43.3,227,228,228,54.4,0,0,0,0.598,0,0,0,0,0,1.09E-02,0,0,3.85,0,0,1.38
1.72,0,0,3.47E-05,3.3,3.3,4.37E-02,0.654,0,0,2.90E-02,3.37E-05,43.3,228,227,228,53.7,0,0,0,0.663,0,0,0,0,0,3.37E-05,0,0,3.3,0,0,1.1
0.277,0,0,9.67E-07,2.41,2.41,3.78E-02,0.575,0,0,2.48E-02,0,43.3,227,227,227,53.6,0,0,0,0.584,0,0,0,0,0,0,0,0,2.41,0,0,0.772
3.03,0,0,6.41E-04,2.29,2.29,4.21E-02,0.708,0,0,3.21E-02,6.41E-04,43.3,227,227,227,53.6,0,0,0,0.719,0,0,0,0,0,6.41E-04,0,0,2.29,0,0,0.681
4.58E-02,0,0,9.67E-07,1.69,1.69,3.63E-02,0.759,0,7.85E-04,5.14E-02,0,43.3,227,227,227,53.5,0,0,0,0.803,0,0,0,0,0,0,0,0,1.69,0,0,0.471
0,0,0,9.67E-07,1.26,1.26,3.49E-02,0.441,0,1.03E-02,0.216,0,43.3,227,226,227,53.3,0,0,0,0.883,0,0,0,0,0,0,0,0,1.26,0,0,0.334
0,0,0,9.66E-07,0.946,0.946,3.36E-02,0.407,0,1.32E-02,0.263,0,43.3,226,226,226,53,0,0,0,0.983,0,0,0,0,0,0,0,0,0.946,0,0,0.237
9.37E-02,4.16E-03,4.16E-03,9.66E-07,0.718,0.718,3.25E-02,0.449,0,1.16E-02,0.237,0,43.3,226,225,226,52.7,0,0,0,0.957,0,0,0,0,0,0,0,0,0.718,0,0,0.169
2.16,0.16,0.16,9.66E-07,0.583,0.583,3.19E-02,1.16,0,0,5.08E-02,0,43.3,225,226,225,53,0,0,0,1.18,0,0,0,0,0,0,0,0,0.583,0,0,0.129
3.68,1.73,1.73,9.66E-07,0.946,0.946,3.61E-02,0.35,0,0,1.61E-02,0,43.3,226,226,226,53.4,0,0,0,0.356,0,0,0,0,0,0,0,0,0.946,0,0,0.239
18.1,0,0,2.36E-02,5.27,5.29,8.02E-02,0.987,0,0,4.25E-02,2.36E-02,43.3,226,228,227,53.7,0,0,0,1,0,0,0,0,0,2.36E-02,0,0,5.27,0,0,1.75
7.76,0,0,2.76E-02,5.58,5.61,5.98E-02,0.802,0,0,3.55E-02,2.76E-02,43.3,228,228,228,53.8,0,0,0,0.815,0,0,0,0,0,2.76E-02,0,0,5.58,0,0,1.72
29.4,0,0,0.278,11.3,11.6,0.123,0.578,0,0,2.59E-02,0.278,43.3,228,232,230,54.2,0,0,0,0.586,0,0,0,0,0,0.278,0,0,11.3,0,0,3.42
7.13,0,0,5.92E-02,9.92,9.98,7.68E-02,0.708,0,0,3.13E-02,5.92E-02,43.3,232,232,232,54.3,0,0,0,0.718,0,0,0,0,0,5.92E-02,0,0,9.92,0,0,2.73
0.142,0,0,9.66E-07,7.25,7.25,5.75E-02,1.26,0,9.07E-03,0.234,0,43.3,232,230,231,53.9,0,0,0,1.66,0,0,0,0,0,0,0,0,7.25,0,0,1.88
29.3,0,0,0.451,12.4,12.8,0.129,0.707,0,0,3.19E-02,0.451,43.3,230,233,232,54.6,0,0,0,0.718,0,0,0,0,0,0.451,0,0,12.4,0,0,3.82
8.85,0,0,0.127,11.1,11.2,8.75E-02,1.11,0,0,4.80E-02,0.127,43.3,233,233,233,54.6,0,0,0,1.13,0,0,0,0,0,0.127,0,0,11.1,0,0,3.05
0.312,0,0,9.66E-07,8.1,8.1,6.42E-02,0.648,0,2.01E-03,6.99E-02,0,43.3,233,232,232,54.4,0,0,0,0.741,0,0,0,0,0,0,0,0,8.1,0,0,2.11
0.442,0,0,9.66E-07,5.95,5.95,5.90E-02,0.838,0,5.72E-03,0.146,0,43.3,232,231,231,54.2,0,0,0,1.09,0,0,0,0,0,0,0,0,5.95,0,0,1.5
5.76,0,0,3.51E-03,5.38,5.38,6.57E-02,1.36,0,0,5.93E-02,3.51E-03,43.3,231,231,231,54.3,0,0,0,1.38,0,0,0,0,0,3.51E-03,0,0,5.38,0,0,1.32
0.123,0,0,9.66E-07,3.97,3.97,5.39E-02,0.804,0,1.50E-02,0.328,0,43.3,231,230,230,53.9,0,0,0,1.45,0,0,0,0,0,0,0,0,3.97,0,0,0.914
4.64,0,0,3.83E-04,3.62,3.62,5.78E-02,1.31,0,0,5.99E-02,3.82E-04,43.3,230,230,230,54.2,0,0,0,1.33,0,0,0,0,0,3.82E-04,0,0,3.62,0,0,0.894
1.05,0,0,9.66E-07,2.7,2.7,4.95E-02,0.929,0,3.31E-04,4.85E-02,0,43.3,230,229,230,54.1,0,0,0,0.956,0,0,0,0,0,0,0,0,2.7,0,0,0.622
0.999,0,0,9.66E-07,2.05,2.05,4.71E-02,0.356,0,0,1.74E-02,0,43.3,229,229,229,54.1,0,0,0,0.362,0,0,0,0,0,0,0,0,2.05,0,0,0.452
1.88E-02,0,0,9.66E-07,1.55,1.55,4.47E-02,0.728,0,4.15E-04,4.32E-02,0,43.3,229,228,229,54,0,0,0,0.756,0,0,0,0,0,0,0,0,1.55,0,0,0.318
9.53E-02,0,0,9.66E-07,1.19,1.19,4.27E-02,0.569,0,6.70E-03,0.162,0,43.3,228,228,228,53.8,0,0,0,0.853,0,0,0,0,0,0,0,0,1.19,0,0,0.228
0,0,0,9.66E-07,0.918,0.918,4.10E-02,0.161,0,5.27E-03,0.113,0,43.3,228,227,228,53.6,0,0,0,0.386,0,0,0,0,0,0,0,0,0.918,0,0,0.162
0,0,0,9.66E-07,0.719,0.719,3.94E-02,0.913,0,2.77E-02,0.574,0,43.3,227,227,227,53,0,0,0,2.09,0,0,0,0,0,0,0,0,0.719,0,0,0.116
0.273,0,0,9.66E-07,0.573,0.573,3.80E-02,0.866,0,1.81E-02,0.387,0,43.3,227,226,226,52.5,0,0,0,1.64,0,0,0,0,0,0,0,0,0.573,0,0,8.32E-02
1.33,0,0,9.66E-07,0.464,0.464,3.68E-02,0.745,0,3.10E-04,4.08E-02,0,43.3,226,226,226,52.8,0,0,0,0.769,0,0,0,0,0,0,0,0,0.464,0,0,7.00E-02
2.19,0,0,9.66E-07,0.547,0.547,3.71E-02,1.4,0,5.19E-04,7.34E-02,0,43.3,226,226,226,53,0,0,0,1.44,0,0,0,0,0,0,0,0,0.547,0,0,0.136
12.5,0,0,2.84E-03,2.92,2.93,6.19E-02,0.799,0,0,3.55E-02,2.84E-03,43.3,226,228,227,53.8,0,0,0,0.811,0,0,0,0,0,2.84E-03,0,0,2.92,0,0,0.791
6.41,0,0,4.81E-03,3.61,3.62,5.54E-02,1.22,0,0,5.39E-02,4.81E-03,43.3,228,228,228,53.8,0,0,0,1.24,0,0,0,0,0,4.81E-03,0,0,3.61,0,0,1.01
3.89,0,0,2.09E-03,3.35,3.35,4.88E-02,1.19,0,0,5.18E-02,2.09E-03,43.3,228,228,228,53.8,0,0,0,1.21,0,0,0,0,0,2.09E-03,0,0,3.35,0,0,0.905
2.45,0,0,1.32E-03,2.78,2.78,4.45E-02,1.39,0,3.76E-06,6.13E-02,1.32E-03,43.3,228,228,228,53.8,0,0,0,1.41,0,0,0,0,0,1.32E-03,0,0,2.78,0,0,0.687
0.169,0,0,9.66E-07,2.05,2.05,3.99E-02,1,0,1.99E-02,0.442,0,43.3,228,227,227,53.3,0,0,0,1.84,0,0,0,0,0,0,0,0,2.05,0,0,0.479
0.358,0,0,9.66E-07,1.53,1.53,3.81E-02,0.621,0,7.84E-03,0.188,0,43.3,227,227,227,53.1,0,0,0,0.957,0,0,0,0,0,0,0,0,1.53,0,0,0.343
3.42,0,0,9.66E-07,1.46,1.46,3.96E-02,0.746,0,0,3.40E-02,0,43.3,227,227,227,53.6,0,0,0,0.757,0,0,0,0,0,0,0,0,1.46,0,0,0.392
0.251,0,0,9.66E-07,1.1,1.1,3.57E-02,0.651,0,2.57E-05,3.15E-02,0,43.3,227,227,227,53.6,0,0,0,0.663,0,0,0,0,0,0,0,0,1.1,0,0,0.263
6.91E-02,0,0,9.66E-07,0.83,0.83,3.44E-02,0.762,0,9.52E-03,0.235,0,43.3,227,226,227,53.3,0,0,0,1.16,0,0,0,0,0,0,0,0,0.83,0,0,0.185
0,0,0,9.66E-07,0.637,0.637,3.33E-02,0.69,0,2.04E-02,0.434,0,43.3,226,226,226,52.8,0,0,0,1.55,0,0,0,0,0,0,0,0,0.637,0,0,0.13
0.774,0,0,9.66E-07,0.495,0.495,3.23E-02,0.736,0,2.46E-03,8.28E-02,0,43.3,226,225,226,52.8,0,0,0,0.848,0,0,0,0,0,0,0,0,0.495,0,0,9.85E-02
0.35,0,0,9.66E-07,0.391,0.391,3.13E-02,0.71,0,7.56E-03,0.183,0,43.3,225,225,225,52.6,0,0,0,1.03,0,0,0,0,0,0,0,0,0.391,0,0,6.88E-02
8.06,0,0,1.89E-04,1.7,1.7,4.43E-02,0.76,0,0,3.51E-02,1.88E-04,43.3,225,226,226,53.4,0,0,0,0.771,0,0,0,0,0,1.88E-04,0,0,1.7,0,0,0.613
0.256,0,0,9.66E-07,1.25,1.25,3.19E-02,1.4,0,1.08E-02,0.289,0,43.3,226,226,226,53.1,0,0,0,1.86,0,0,0,0,0,0,0,0,1.25,0,0,0.391
22.3,0,0,6.42E-02,6.15,6.21,8.66E-02,1.49,0,6.71E-04,8.04E-02,6.42E-02,43.3,226,228,227,53.7,0,0,0,1.54,0,0,0,0,0,6.42E-02,0,0,6.15,0,0,2.16
2.05,0,0,4.82E-04,4.64,4.64,4.32E-02,1.52,0,1.41E-03,9.87E-02,4.81E-04,43.3,228,228,228,53.6,0,0,0,1.6,0,0,0,0,0,4.81E-04,0,0,4.64,0,0,1.43
6.01,0,0,1.01E-02,4.45,4.46,5.10E-02,2.01,0,1.36E-02,0.368,1.01E-02,43.3,228,228,228,53.7,0,0,0,2.59,0,0,0,0,0,1.01E-02,0,0,4.45,0,0,1.36
4.57,0,0,1.67E-02,4.04,4.06,4.75E-02,0.952,0,0,4.24E-02,1.67E-02,43.3,228,228,228,53.7,0,0,0,0.965,0,0,0,0,0,1.67E-02,0,0,4.04,0,0,1.28
4.72,0,0,1.85E-02,3.92,3.94,4.87E-02,1.55,0,1.66E-03,0.106,1.85E-02,43.3,228,228,228,53.7,0,0,0,1.64,0,0,0,0,0,1.85E-02,0,0,3.92,0,0,1.24
3.73E-02,0,0,9.66E-07,2.87,2.87,3.85E-02,1.35,0,3.67E-02,0.803,0,43.3,228,226,227,52.8,0,0,0,2.87,0,0,0,0,0,0,0,0,2.87,0,0,0.845
0.213,0,0,9.66E-07,2.11,2.11,3.66E-02,0.791,0,1.66E-02,0.37,0,43.3,226,226,226,52.4,0,0,0,1.48,0,0,0,0,0,0,0,0,2.11,0,0,0.6
0,0,0,9.66E-07,1.56,1.56,3.50E-02,1.22,0,3.59E-02,0.781,0,43.3,226,225,225,51.6,0,0,0,2.71,0,0,0,0,0,0,0,0,1.56,0,0,0.423
0,0,0,9.66E-07,1.16,1.16,3.36E-02,1.17,0,3.45E-02,0.754,0,43.3,225,224,224,50.8,0,0,0,2.6,0,0,0,0,0,0,0,0,1.16,0,0,0.3
0,0,0,9.66E-07,0.873,0.873,3.24E-02,0.695,0,2.11E-02,0.466,0,43.3,224,223,223,50.4,0,0,0,1.57,0,0,0,0,0,0,0,0,0.873,0,0,0.213
0.136,0,0,9.66E-07,0.664,0.664,3.13E-02,0.653,0,1.46E-02,0.326,0,43.3,223,222,223,50,0,0,0,1.27,0,0,0,0,0,0,0,0,0.664,0,0,0.152
0.936,0,0,9.66E-07,0.512,0.512,3.04E-02,0.826,0,2.46E-03,8.79E-02,0,43.3,222,222,222,50,0,0,0,0.941,0,0,0,0,0,0,0,0,0.512,0,0,0.114
0.521,0,0,9.66E-07,0.401,0.401,2.95E-02,1.04,0,8.78E-03,0.228,0,43.3,222,222,222,49.8,0,0,0,1.42,0,0,0,0,0,0,0,0,0.401,0,0,7.84E-02
0,0,0,9.66E-07,0.32,0.32,2.87E-02,0.694,0,2.03E-02,0.449,0,43.3,222,221,221,49.3,0,0,0,1.54,0,0,0,0,0,0,0,0,0.32,0,0,5.26E-02
0,0,0,9.66E-07,0.259,0.259,2.79E-02,1.09,0,3.16E-02,0.691,0,43.3,221,220,221,48.6,0,0,0,2.4,0,0,0,0,0,0,0,0,0.259,0,0,3.55E-02
0.296,0,0,9.66E-07,0.214,0.214,2.72E-02,1.58,0,3.70E-02,0.821,0,43.3,220,219,220,47.8,0,0,0,3.12,0,0,0,0,0,0,0,0,0.214,0,0,2.61E-02
28.9,0,0,4.35E-02,5.05,5.09,7.64E-02,2.13,0,1.70E-02,0.45,4.35E-02,43.3,219,227,223,53.4,0,0,0,2.84,0,0,0,0,0,4.35E-02,0,0,5.05,0,0,1.84
14.9,0,0,8.10E-02,6.92,7,7.10E-02,0.689,0,0,3.10E-02,8.10E-02,43.3,227,228,228,53.6,0,0,0,0.7,0,0,0,0,0,8.10E-02,0,0,6.92,0,0,2.09
14.4,0,0,9.63E-02,8.5,8.6,8.01E-02,0.434,0,0,2.04E-02,9.63E-02,43.3,228,229,229,53.8,0,0,0,0.442,0,0,0,0,0,9.63E-02,0,0,8.5,0,0,2.45
1.88E-02,0,0,9.66E-07,6.2,6.2,4.76E-02,1.28,0,4.15E-03,0.147,0,43.3,229,229,229,53.6,0,0,0,1.46,0,0,0,0,0,0,0,0,6.2,0,0,1.63
0.301,0,0,9.66E-07,4.53,4.53,4.40E-02,1.34,0,2.93E-02,0.663,0,43.3,229,227,228,52.9,0,0,0,2.54,0,0,0,0,0,0,0,0,4.53,0,0,1.16
2.87,0,0,9.66E-07,3.49,3.49,4.26E-02,0.949,0,0,4.39E-02,0,43.3,227,228,227,53.5,0,0,0,0.965,0,0,0,0,0,0,0,0,3.49,0,0,0.918
0.178,0,0,9.66E-07,2.57,2.57,3.89E-02,0.406,0,0,1.85E-02,0,43.3,228,227,227,53.4,0,0,0,0.412,0,0,0,0,0,0,0,0,2.57,0,0,0.637
0.641,0,0,9.66E-07,1.99,1.99,3.79E-02,1.37,0,2.09E-02,0.494,0,43.3,227,226,227,53,0,0,0,2.23,0,0,0,0,0,0,0,0,1.99,0,0,0.448
0.15,0,0,9.66E-07,1.48,1.48,3.55E-02,0.444,0,8.20E-03,0.19,0,43.3,226,226,226,52.8,0,0,0,0.784,0,0,0,0,0,0,0,0,1.48,0,0,0.317
0.104,0,0,9.66E-07,1.11,1.11,3.40E-02,0.732,0,1.77E-02,0.403,0,43.3,226,225,226,52.3,0,0,0,1.46,0,0,0,0,0,0,0,0,1.11,0,0,0.225
4.47E-02,0,0,9.66E-07,0.845,0.845,3.27E-02,0.5,0,1.33E-02,0.305,0,43.3,225,225,225,52,0,0,0,1.05,0,0,0,0,0,0,0,0,0.845,0,0,0.158
3.18E-02,0,0,9.66E-07,0.649,0.649,3.15E-02,0.847,0,2.34E-02,0.529,0,43.3,225,224,224,51.4,0,0,0,1.81,0,0,0,0,0,0,0,0,0.649,0,0,0.111
0,0,0,9.66E-07,0.505,0.505,3.05E-02,0.743,0,2.18E-02,0.494,0,43.3,224,223,224,50.9,0,0,0,1.63,0,0,0,0,0,0,0,0,0.505,0,0,7.74E-02
0,0,0,9.66E-07,0.399,0.399,2.95E-02,1.62,0,4.66E-02,1.05,0,43.3,223,222,223,49.9,0,0,0,3.52,0,0,0,0,0,0,0,0,0.399,0,0,5.36E-02
0,0,0,9.66E-07,0.321,0.321,2.86E-02,1.72,0,4.92E-02,1.1,0,43.3,222,221,221,48.8,0,0,0,3.72,0,0,0,0,0,0,0,0,0.321,0,0,3.69E-02
0,0,0,9.66E-07,0.262,0.262,2.78E-02,1.72,0,4.90E-02,1.1,0,43.3,221,219,220,47.8,0,0,0,3.72,0,0,0,0,0,0,0,0,0.262,0,0,2.51E-02
0.206,0,0,9.66E-07,0.218,0.218,2.70E-02,1.14,0,2.58E-02,0.594,0,43.3,219,219,219,47.2,0,0,0,2.21,0,0,0,0,0,0,0,0,0.218,0,0,1.77E-02
0,0,0,9.66E-07,0.185,0.185,2.63E-02,1.28,0,3.57E-02,0.821,0,43.3,219,218,218,46.4,0,0,0,2.76,0,0,0,0,0,0,0,0,0.185,0,0,1.13E-02
0,0,0,9.66E-07,0.159,0.159,2.56E-02,1.46,0,4.05E-02,0.948,0,43.3,218,216,217,45.6,0,0,0,3.19,0,0,0,0,0,0,0,0,0.159,0,0,9.09E-03
0,0,0,9.66E-07,0.138,0.138,2.48E-02,1.46,0,3.99E-02,0.944,0,43.3,216,215,216,45,0,0,0,3.25,0,0,0,0,0,0,0,0,0.138,0,0,8.02E-03
0,0,0,9.66E-07,0.122,0.122,2.41E-02,1.55,0,0.225,1.07,0,43.3,215,214,215,44.1,0,0,0,3.58,0,0,0,0,0,0,0,0,0.122,0,0,7.20E-03
0,0,0,9.66E-07,0.109,0.109,2.34E-02,1.44,0,0.372,1.06,0,43.3,214,212,213,43.2,0,0,0,3.36,0,0,0,0,0,0,0,0,0.109,0,0,6.55E-03
0,0,0,9.66E-07,9.85E-02,9.85E-02,2.26E-02,1.57,0,0.416,1.15,0,43.3,212,211,212,42.2,0,0,0,3.64,0,0,0,0,0,0,0,0,9.85E-02,0,0,5.98E-03
0,0,0,9.66E-07,8.94E-02,8.94E-02,2.18E-02,1.11,0,0.296,0.81,0,43.3,211,210,210,41.5,0,0,0,2.56,0,0,0,0,0,0,0,0,8.94E-02,0,0,5.51E-03
1.53,0,0,9.66E-07,8.19E-02,8.19E-02,2.12E-02,2,0,0.225,0.59,0,43.3,210,209,209,41.3,0,0,0,2.96,0,0,0,0,0,0,0,0,8.19E-02,0,0,6.20E-03
5.95,0,0,9.66E-07,7.93E-02,7.93E-02,2.08E-02,2.04,0,1.79E-02,0.397,0,43.3,209,213,211,45,0,0,0,2.65,0,0,0,0,0,0,0,0,7.93E-02,0,0,3.96E-02
4.76,0,0,9.66E-07,0.148,0.148,2.11E-02,1.65,0,3.31E-03,0.153,0,43.3,213,215,214,47.1,0,0,0,1.8,0,0,0,0,0,0,0,0,0.148,0,0,4.34E-02
0.551,0,0,9.66E-07,0.121,0.121,2.01E-02,1.93,0,0.139,0.918,0,43.3,215,214,215,46.2,0,0,0,3.46,0,0,0,0,0,0,0,0,0.121,0,0,2.22E-02
